MB_CODE_2021,MB_CATEGORY_NAME_2021,AREA_ALBERS_SQKM,Dwelling,Person,State
20082800000,Residential,0.0527,40,137,2
20082810000,Parkland,0.0386,0,0,2
20082821000,Residential,0.0274,27,83,2
20082822000,Residential,0.0227,25,73,2
20082830000,Residential,0.0625,26,127,2
20082840000,Residential,0.0497,53,141,2
20082850000,Residential,0.0341,43,122,2
20082860000,Residential,0.0266,33,90,2
20082870000,Residential,0.0431,58,171,2
20082880000,Residential,0.0335,47,106,2
20082890000,Residential,0.0354,40,89,2
20082900000,Residential,0.0379,45,109,2
20082910000,Residential,0.0315,32,102,2
20082920000,Residential,0.0334,33,123,2
20082930000,Residential,0.0259,36,107,2
20082940000,Parkland,0.0279,0,0,2
20082950000,Residential,0.0366,45,140,2
20082960000,Residential,0.0402,45,128,2
20082970000,Residential,0.0435,55,148,2
20082980000,Residential,0.0218,28,75,2
20082990000,Residential,0.0387,44,125,2
20083000000,Residential,0.0429,56,131,2
20083010000,Parkland,0.4185,0,0,2
20083020000,Residential,0.031,39,122,2
20083030000,Residential,0.0302,28,82,2
20083040000,Residential,0.0365,40,97,2
20083051000,Residential,0.0444,24,74,2
20083052000,Commercial,0.0576,0,0,2
20083053000,Commercial,0.0319,0,0,2
20083054000,Commercial,0.0777,0,0,2
20083060000,Residential,0.0618,60,144,2
20083070000,Residential,0.0342,45,128,2
20083080000,Residential,0.0903,43,124,2
20083090000,Residential,0.0353,46,140,2
20083100000,Parkland,0.0631,0,0,2
20083110000,Residential,0.0739,28,80,2
20083120000,Residential,0.0297,32,97,2
20083131000,Residential,0.037,40,101,2
20083132000,Residential,0.0144,12,26,2
20083140000,Residential,0.0299,33,88,2
20083150000,Parkland,0.1174,0,0,2
20083161000,Industrial,0.0694,0,0,2
20083162000,Industrial,0.0128,0,0,2
20083171000,Industrial,0.0326,0,0,2
20083172000,Industrial,0.039,0,0,2
20083181000,Industrial,0.1531,0,0,2
20083182000,Industrial,0.2449,0,0,2
20083183000,Industrial,0.0755,3,8,2
20083190000,Residential,0.063,23,54,2
20083200000,Residential,0.0729,59,131,2
20083210000,Residential,0.0651,53,117,2
20083220000,Residential,0.0635,43,108,2
20083230000,Residential,0.0596,53,106,2
20083241000,Industrial,0.0659,0,0,2
20083242000,Industrial,0.0759,0,0,2
20083251000,Industrial,0.188,0,0,2
20083252000,Industrial,0.1298,0,4,2
20083260000,Industrial,0.1838,0,0,2
20083270000,Parkland,0.2286,0,0,2
20083281000,Industrial,0.7043,0,0,2
20083282000,Industrial,0.1408,0,0,2
20083291000,Industrial,0.4982,0,0,2
20083292000,Industrial,0.1464,0,0,2
20083300000,Parkland,1.564,0,0,2
20083310000,Residential,0.0628,49,157,2
20083320000,Residential,0.052,32,103,2
20083330000,Residential,0.0488,46,106,2
20083340000,Residential,0.0184,16,55,2
20083350000,Residential,0.0173,23,64,2
20083360000,Residential,0.0375,51,110,2
20083370000,Residential,0.0231,44,136,2
20083390000,Residential,0.0278,67,151,2
20083400000,Residential,0.0291,33,112,2
20083410000,Residential,0.0302,46,96,2
20083420000,Residential,0.0119,18,44,2
20083430000,Residential,0.0098,12,42,2
20083440000,Residential,0.044,63,181,2
20083450000,Residential,0.0133,16,33,2
20083460000,Residential,0.0108,14,35,2
20083470000,Residential,0.0157,25,70,2
20083480000,Residential,0.012,16,53,2
20083490000,Residential,0.0165,43,83,2
20083500000,Residential,0.0123,35,77,2
20083510000,Residential,0.0142,13,51,2
20083520000,Residential,0.0158,19,47,2
20083530000,Residential,0.017,27,58,2
20083540000,Residential,0.0158,29,91,2
20083550000,Residential,0.0236,28,61,2
20083560000,Residential,0.0184,25,56,2
20083570000,Residential,0.0202,25,62,2
20083580000,Residential,0.0245,28,80,2
20083590000,Residential,0.0226,36,92,2
20083600000,Residential,0.0226,25,93,2
20083610000,Residential,0.0316,40,104,2
20083620000,Residential,0.0316,52,114,2
20083630000,Residential,0.0072,29,45,2
20083640000,Residential,0.0437,48,156,2
20083650000,Residential,0.0477,65,153,2
20083670000,Residential,0.0201,26,67,2
20083680000,Residential,0.0305,23,66,2
20083690000,Residential,0.0152,25,73,2
20083700000,Residential,0.0107,17,53,2
20083710000,Residential,0.0542,38,104,2
20083730000,Residential,0.0136,14,16,2
20083740000,Residential,0.0488,71,119,2
20083750000,Residential,0.0388,30,98,2
20083760000,Residential,0.0332,34,106,2
20083770000,Residential,0.0364,42,118,2
20083780000,Residential,0.0213,35,99,2
20083810000,Residential,0.1499,215,267,2
20083830000,Residential,0.0659,59,169,2
20083840000,Residential,0.0426,69,139,2
20083861000,Residential,0.0455,117,311,2
20083862000,Commercial,0.0161,0,0,2
20083870000,Residential,0.0478,49,134,2
20083880000,Residential,0.0194,32,62,2
20083890000,Residential,0.0166,30,58,2
20083900000,Residential,0.0131,13,41,2
20083910000,Residential,0.0151,22,57,2
20083920000,Residential,0.015,23,68,2
20083930000,Residential,0.02,30,82,2
20083940000,Residential,0.0182,30,88,2
20083950000,Residential,0.0216,32,87,2
20083960000,Residential,0.0307,24,79,2
20083970000,Residential,0.0634,39,101,2
20083981000,Residential,0.0257,35,88,2
20083982000,Parkland,0.0171,0,0,2
20083983000,Residential,0.0146,9,30,2
20083990000,Residential,0.0272,25,73,2
20084000000,Residential,0.0519,23,70,2
20084010000,Residential,0.0386,34,86,2
20084020000,Industrial,0.1667,0,3,2
20084030000,Residential,0.021,28,61,2
20084040000,Residential,0.023,32,61,2
20084070000,Residential,0.0134,24,34,2
20084080000,Residential,0.0136,37,85,2
20084090000,Residential,0.0199,26,86,2
20084100000,Residential,0.0243,28,85,2
20084110000,Residential,0.0266,25,97,2
20084120000,Residential,0.026,26,94,2
20084130000,Residential,0.0277,28,88,2
20084140000,Residential,0.0281,29,84,2
20084150000,Residential,0.027,28,81,2
20084160000,Residential,0.0299,33,99,2
20084170000,Residential,0.0269,32,100,2
20084181000,Commercial,0.2609,0,0,2
20084182000,Industrial,0.1119,0,0,2
20084190000,Residential,0.029,37,86,2
20084200000,Residential,0.0222,25,77,2
20084210000,Residential,0.0357,46,136,2
20084220000,Residential,0.0356,54,158,2
20084230000,Parkland,0.0127,0,0,2
20084240000,Residential,0.0198,31,72,2
20084250000,Residential,0.0301,30,68,2
20084260000,Residential,0.0335,37,95,2
20084270000,Residential,0.0222,32,92,2
20084280000,Residential,0.0268,41,128,2
20084290000,Residential,0.0248,40,100,2
20084300000,Residential,0.0175,28,83,2
20084310000,Parkland,0.0399,0,0,2
20084320000,Residential,0.0331,37,106,2
20084330000,Residential,0.0505,54,183,2
20084340000,Parkland,0.0967,0,0,2
20084350000,Residential,0.056,54,162,2
20084360000,Residential,0.0607,47,153,2
20084370000,Residential,0.0596,42,108,2
20084380000,Residential,0.0703,26,85,2
20084400000,Residential,0.0743,30,93,2
20084410000,Residential,0.0667,43,127,2
20084420000,Residential,0.0878,32,100,2
20084430000,Residential,0.0236,35,53,2
20084440000,Parkland,0.6874,0,0,2
20084450000,Other,2.8094,21,51,2
20084461000,Industrial,0.2553,0,0,2
20084462000,Industrial,0.1444,0,0,2
20084470000,Industrial,0.1099,0,0,2
20084490000,Residential,0.0246,36,79,2
20084500000,Residential,0.0194,29,75,2
20084510000,Parkland,0.0102,0,0,2
20084520000,Residential,0.0401,44,124,2
20084530000,Residential,0.0576,59,131,2
20084540000,Education,0.0587,0,53,2
20084551000,Industrial,0.3802,0,0,2
20084552000,Industrial,0.0713,0,0,2
20084561000,Other,2.2912,20,66,2
20084562000,Commercial,0.9347,3,12,2
20084570000,Other,1.4536,5,14,2
20084580000,Residential,0.0162,35,85,2
20084590000,Residential,0.0401,42,140,2
20084600000,Residential,0.0323,43,134,2
20084610000,Residential,0.027,41,87,2
20084620000,Residential,0.0272,37,145,2
20084630000,Residential,0.0194,31,90,2
20084640000,Parkland,0.0431,0,0,2
20084650000,Residential,0.0265,48,99,2
20084660000,Residential,0.0406,51,112,2
20084670000,Residential,0.035,51,139,2
20084681000,Commercial,0.0191,0,0,2
20084682000,Commercial,0.0058,0,0,2
20084683000,Commercial,0.0055,0,0,2
20084685000,Commercial,0.0173,0,0,2
20084686000,Commercial,0.0172,8,15,2
20084690000,Residential,0.0414,49,119,2
20084700000,Residential,0.0368,45,114,2
20084710000,Residential,0.0136,31,72,2
20084720000,Residential,0.0289,62,102,2
20084730000,Residential,0.0134,27,56,2
20084740000,Residential,0.0214,30,86,2
20084750000,Residential,0.0377,36,91,2
20084760000,Residential,0.0239,35,72,2
20084771000,Residential,0.0156,17,50,2
20084772000,Residential,0.0603,38,109,2
20084780000,Residential,0.0358,43,110,2
20084790000,Parkland,0.006,0,0,2
20084800000,Residential,0.0505,53,132,2
20084810000,Residential,0.0323,42,96,2
20084820000,Residential,0.0426,52,128,2
20084830000,Residential,0.0629,40,96,2
20084840000,Residential,0.0301,44,124,2
20084850000,Residential,0.0311,24,79,2
20084860000,Residential,0.0264,38,97,2
20084870000,Residential,0.0263,28,57,2
20084880000,Residential,0.0338,47,129,2
20084890000,Residential,0.03,43,105,2
20084900000,Residential,0.0741,63,242,2
20084910000,Residential,0.0234,34,101,2
20084920000,Parkland,0.0335,0,0,2
20084930000,Residential,0.0615,52,181,2
20084940000,Residential,0.0268,36,97,2
20084950000,Residential,0.0213,33,92,2
20084960000,Parkland,0.0533,0,0,2
20084972000,Residential,0.0162,23,63,2
20084980000,Residential,0.0236,30,65,2
20084990000,Residential,0.0224,36,91,2
20085000000,Residential,0.0184,27,84,2
20085010000,Residential,0.0186,28,97,2
20085020000,Residential,0.021,30,65,2
20085030000,Residential,0.0282,39,102,2
20085040000,Residential,0.0405,50,95,2
20085050000,Residential,0.026,34,68,2
20085060000,Residential,0.029,36,75,2
20085070000,Residential,0.0359,49,110,2
20085080000,Residential,0.0281,28,63,2
20085090000,Residential,0.0349,50,108,2
20085100000,Residential,0.0245,36,85,2
20085110000,Residential,0.0305,45,112,2
20085120000,Residential,0.0474,59,153,2
20085130000,Residential,0.0196,24,83,2
20085150000,Parkland,0.0157,0,0,2
20085160000,Residential,0.0326,36,125,2
20085170000,Residential,0.0364,52,126,2
20085180000,Residential,0.0295,46,119,2
20085190000,Residential,0.0379,51,131,2
20085200000,Residential,0.0266,35,123,2
20085210000,Residential,0.0244,28,96,2
20085220000,Residential,0.0605,49,194,2
20085230000,Residential,0.0223,29,90,2
20085240000,Residential,0.044,64,166,2
20085250000,Residential,0.0456,48,145,2
20085260000,Residential,0.0251,30,83,2
20085270000,Residential,0.0206,59,77,2
20085280000,Residential,0.0327,51,109,2
20085290000,Residential,0.0119,25,69,2
20085300000,Residential,0.0308,41,131,2
20085310000,Residential,0.0446,53,150,2
20085320000,Residential,0.0432,57,123,2
20085330000,Residential,0.0287,42,122,2
20085340000,Residential,0.0433,52,107,2
20085350000,Education,0.0227,0,0,2
20085360000,Residential,0.0317,50,140,2
20085370000,Residential,0.0303,40,111,2
20085380000,Residential,0.0221,29,94,2
20085390000,Residential,0.027,36,98,2
20085400000,Industrial,0.06,0,0,2
20085410000,Residential,0.03,37,136,2
20085420000,Residential,0.0179,28,79,2
20085430000,Residential,0.0398,53,109,2
20085440000,Residential,0.0474,63,146,2
20085450000,Residential,0.0292,35,81,2
20085460000,Residential,0.0331,45,107,2
20085470000,Residential,0.0337,60,114,2
20085480000,Parkland,0.0192,0,0,2
20085490000,Residential,0.038,50,179,2
20085500000,Residential,0.0403,52,198,2
20085510000,Residential,0.0166,43,87,2
20085520000,Education,0.0325,0,0,2
20085530000,Parkland,0.0506,0,0,2
20085540000,Residential,0.0391,44,106,2
20085550000,Parkland,0.0751,0,0,2
20085560000,Residential,0.0288,29,72,2
20085570000,Residential,0.0393,55,119,2
20085580000,Residential,0.0315,47,93,2
20085590000,Residential,0.0455,57,126,2
20085600000,Residential,0.0368,48,167,2
20085610000,Residential,0.0299,40,119,2
20085620000,Residential,0.034,45,124,2
20085630000,Residential,0.0472,54,175,2
20085640000,Residential,0.0343,52,162,2
20085650000,Residential,0.023,30,98,2
20085660000,Residential,0.0287,33,107,2
20085670000,Residential,0.0245,37,84,2
20085680000,Residential,0.0245,41,96,2
20085690000,Residential,0.0328,37,83,2
20085700000,Education,0.0585,0,0,2
20085710000,Residential,0.0335,45,91,2
20085720000,Residential,0.0336,42,110,2
20085730000,Residential,0.0462,56,115,2
20085740000,Residential,0.0331,35,94,2
20085750000,Residential,0.0327,35,91,2
20085760000,Residential,0.0012,15,21,2
20085770000,Residential,0.0273,35,85,2
20085780000,Residential,0.0449,49,98,2
20085790000,Residential,0.042,69,153,2
20085800000,Residential,0.0453,58,159,2
20085810000,Residential,0.028,41,127,2
20085820000,Residential,0.0354,45,119,2
20085830000,Residential,0.0242,49,131,2
20085840000,Residential,0.0343,38,112,2
20085850000,Parkland,0.0176,0,0,2
20085860000,Residential,0.0347,34,60,2
20085870000,Residential,0.0383,46,144,2
20085880000,Education,0.0265,0,0,2
20085890000,Residential,0.0325,50,104,2
20085900000,Residential,0.0132,36,65,2
20085910000,Residential,0.0574,53,120,2
20085920000,Residential,0.0271,37,109,2
20085930000,Residential,0.0277,39,99,2
20085940000,Residential,0.0238,28,103,2
20085950000,Residential,0.0282,36,64,2
20085960000,Residential,0.0264,35,89,2
20085970000,Residential,0.0129,34,71,2
20085980000,Residential,0.0172,40,71,2
20085990000,Residential,0.0179,44,83,2
20086000000,Residential,0.0352,58,122,2
20086010000,Residential,0.0355,45,102,2
20086020000,Residential,0.004,37,49,2
20086030000,Residential,0.0256,29,62,2
20086040000,Parkland,0.0569,0,0,2
20086050000,Residential,0.0274,38,104,2
20086060000,Residential,0.0328,45,132,2
20086070000,Parkland,0.006,0,0,2
20086080000,Parkland,0.0093,0,0,2
20086090000,Residential,0.0163,35,85,2
20086100000,Residential,0.0208,31,78,2
20086110000,Residential,0.0246,34,121,2
20086120000,Residential,0.0391,50,127,2
20086130000,Residential,0.036,48,138,2
20086140000,Residential,0.0181,36,91,2
20086150000,Residential,0.0183,30,65,2
20086160000,Residential,0.0224,38,83,2
20086170000,Parkland,0.018,0,0,2
20086180000,Residential,0.0311,35,113,2
20086190000,Residential,0.0519,54,162,2
20086200000,Residential,0.0394,65,169,2
20086210000,Parkland,0.0391,0,0,2
20086220000,Residential,0.0333,49,117,2
20086230000,Residential,0.035,53,157,2
20086240000,Residential,0.0421,56,178,2
20086250000,Residential,0.0391,52,142,2
20086260000,Residential,0.0358,47,129,2
20086270000,Residential,0.0295,42,133,2
20086280000,Residential,0.0151,35,68,2
20086290000,Residential,0.0225,43,97,2
20086300000,Residential,0.0224,34,88,2
20086310000,Residential,0.0476,56,146,2
20086320000,Residential,0.0206,29,46,2
20086330000,Residential,0.0184,35,86,2
20086340000,Residential,0.0212,30,64,2
20086360000,Residential,0.0245,36,100,2
20086370000,Residential,0.0412,58,181,2
20086380000,Residential,0.0386,43,173,2
20086390000,Residential,0.0372,56,156,2
20086400000,Residential,0.0432,60,172,2
20086410000,Residential,0.0416,49,163,2
20086420000,Education,0.0234,0,0,2
20086430000,Residential,0.0424,56,151,2
20086440000,Residential,0.0267,39,102,2
20086450000,Residential,0.0286,36,108,2
20086460000,Residential,0.0213,28,95,2
20086470000,Residential,0.0358,44,139,2
20086480000,Residential,0.0226,31,116,2
20086490000,Residential,0.0241,27,101,2
20086500000,Residential,0.0344,39,115,2
20086510000,Residential,0.037,47,154,2
20086520000,Education,0.028,0,0,2
20086530000,Residential,0.0311,38,99,2
20086540000,Residential,0.0379,30,121,2
20086550000,Residential,0.0411,42,149,2
20086560000,Residential,0.0265,44,100,2
20086570000,Residential,0.0249,41,112,2
20086580000,Parkland,0.048,0,0,2
20086590000,Residential,0.0466,57,147,2
20086600000,Residential,0.0264,32,95,2
20086610000,Residential,0.0258,24,88,2
20086620000,Residential,0.0263,37,103,2
20086641000,Residential,0.0176,23,58,2
20086642000,Residential,0.0178,22,73,2
20086650000,Residential,0.0409,40,110,2
20086660000,Residential,0.0398,57,157,2
20086670000,Residential,0.0341,43,95,2
20086680000,Residential,0.0322,46,131,2
20086690000,Residential,0.0262,39,103,2
20086700000,Residential,0.0464,46,145,2
20086710000,Education,0.0226,0,0,2
20086720000,Education,0.0244,0,0,2
20086730000,Parkland,0.0236,0,0,2
20086740000,Residential,0.0304,41,109,2
20086750000,Residential,0.036,53,142,2
20086760000,Education,0.0226,0,0,2
20086770000,Residential,0.0302,31,83,2
20086780000,Residential,0.006,14,32,2
20086790000,Residential,0.0252,34,126,2
20086801000,Industrial,0.03,0,3,2
20086802000,Industrial,0.0268,0,0,2
20086803000,Industrial,0.0305,0,0,2
20086810000,Residential,0.0194,33,87,2
20086820000,Residential,0.0215,32,91,2
20086830000,Parkland,0.0127,0,0,2
20086840000,Residential,0.0422,61,132,2
20086850000,Residential,0.0338,63,141,2
20086860000,Residential,0.0269,36,91,2
20086870000,Parkland,0.0103,0,0,2
20086880000,Residential,0.0474,41,138,2
20086890000,Residential,0.0243,35,97,2
20086900000,Residential,0.0445,37,89,2
20086910000,Residential,0.033,46,92,2
20086920000,Residential,0.0246,30,80,2
20086930000,Residential,0.0346,55,164,2
20086940000,Residential,0.0344,50,124,2
20086950000,Residential,0.0368,43,119,2
20086960000,Residential,0.0455,61,134,2
20086970000,Residential,0.033,45,147,2
20086980000,Residential,0.0207,36,74,2
20086990000,Residential,0.0436,58,148,2
20087000000,Residential,0.027,28,108,2
20087011000,Residential,0.0273,25,54,2
20087012000,Residential,0.0183,12,41,2
20087020000,Residential,0.028,37,109,2
20087030000,Residential,0.0321,41,112,2
20087040000,Residential,0.0245,38,92,2
20087050000,Residential,0.0335,31,79,2
20087060000,Residential,0.0336,35,89,2
20087070000,Residential,0.0465,60,147,2
20087080000,Residential,0.0231,33,87,2
20087090000,Residential,0.0489,40,103,2
20087100000,Residential,0.0248,33,83,2
20087110000,Residential,0.0485,55,136,2
20087120000,Residential,0.0455,52,114,2
20087130000,Residential,0.0328,57,132,2
20087140000,Residential,0.0375,47,105,2
20087150000,Residential,0.0217,30,76,2
20087160000,Education,0.0637,0,0,2
20087170000,Residential,0.0346,61,108,2
20087180000,Residential,0.0297,41,93,2
20087190000,Residential,0.0249,35,75,2
20087200000,Residential,0.0217,26,66,2
20087210000,Residential,0.0169,31,77,2
20087220000,Residential,0.0354,49,108,2
20087230000,Education,0.0304,0,0,2
20087240000,Residential,0.0527,58,132,2
20087250000,Residential,0.0433,54,125,2
20087260000,Residential,0.0089,35,36,2
20087270000,Residential,0.0908,73,176,2
20087280000,Residential,0.0459,39,69,2
20087290000,Residential,0.0166,47,77,2
20087300000,Residential,0.034,55,135,2
20087310000,Residential,0.0409,51,122,2
20087320000,Residential,0.0379,43,91,2
20087330000,Residential,0.0319,48,117,2
20087340000,Parkland,0.0234,0,0,2
20087350000,Residential,0.0583,49,143,2
20087360000,Residential,0.012,28,45,2
20087370000,Parkland,0.0105,0,0,2
20087380000,Residential,0.0331,46,113,2
20087390000,Residential,0.0053,30,44,2
20087400000,Residential,0.0048,30,34,2
20087410000,Residential,0.0242,50,102,2
20087421000,Residential,0.0147,18,38,2
20087422000,Residential,0.0177,27,78,2
20087430000,Residential,0.0241,44,107,2
20087440000,Education,0.0635,0,0,2
20087450000,Residential,0.041,56,170,2
20087460000,Residential,0.0277,48,124,2
20087470000,Residential,0.0335,45,114,2
20087480000,Residential,0.0178,31,84,2
20087490000,Industrial,0.0855,4,7,2
20087500000,Residential,0.0225,32,88,2
20087510000,Residential,0.0116,33,65,2
20087520000,Residential,0.0252,43,115,2
20087530000,Education,0.0359,0,0,2
20087540000,Residential,0.0212,31,78,2
20087550000,Residential,0.0247,36,81,2
20087560000,Residential,0.0484,60,163,2
20087570000,Hospital/Medical,0.1658,5,429,2
20087580000,Residential,0.1132,32,129,2
20087600000,Residential,0.0209,37,119,2
20087610000,Residential,0.0283,37,97,2
20087620000,Residential,0.0444,58,138,2
20087630000,Residential,0.0224,33,83,2
20087640000,Residential,0.0233,36,78,2
20087650000,Residential,0.0244,40,115,2
20087660000,Residential,0.0316,49,140,2
20087670000,Residential,0.0143,25,53,2
20087680000,Residential,0.0245,39,102,2
20087690000,Residential,0.0225,37,109,2
20087700000,Residential,0.0423,56,138,2
20087710000,Residential,0.0195,27,70,2
20087720000,Residential,0.0338,43,99,2
20087730000,Residential,0.0451,48,127,2
20087740000,Residential,0.0331,44,95,2
20087750000,Residential,0.0236,33,83,2
20087760000,Commercial,0.1253,0,0,2
20087770000,Residential,0.0449,62,204,2
20087780000,Education,0.0242,0,0,2
20087790000,Parkland,0.0131,0,0,2
20087800000,Residential,0.0319,43,115,2
20087810000,Residential,0.0327,36,120,2
20087820000,Residential,0.0434,57,162,2
20087830000,Residential,0.0263,37,101,2
20087840000,Residential,0.0532,60,163,2
20087850000,Residential,0.0423,51,187,2
20087860000,Residential,0.0348,41,142,2
20087870000,Residential,0.0421,54,203,2
20087881000,Residential,0.023,33,85,2
20087882000,Residential,0.0176,22,71,2
20087890000,Education,0.0438,0,0,2
20087900000,Residential,0.0282,36,85,2
20087910000,Residential,0.0227,28,70,2
20087920000,Residential,0.0196,31,57,2
20087930000,Residential,0.0249,46,117,2
20087940000,Residential,0.0298,40,115,2
20087950000,Residential,0.0278,27,109,2
20087960000,Residential,0.0245,36,107,2
20087970000,Residential,0.0363,36,130,2
20087980000,Residential,0.0302,43,111,2
20087990000,Residential,0.0299,39,137,2
20088000000,Parkland,0.0209,0,0,2
20088010000,Residential,0.0242,31,66,2
20088020000,Residential,0.0389,53,116,2
20088030000,Residential,0.0416,56,134,2
20088040000,Residential,0.0395,55,164,2
20088050000,Residential,0.0229,39,107,2
20088060000,Residential,0.0261,40,120,2
20088070000,Residential,0.0275,39,110,2
20088080000,Residential,0.0349,44,163,2
20088090000,Residential,0.0392,52,161,2
20088100000,Residential,0.0242,37,92,2
20088110000,Residential,0.0233,28,77,2
20088120000,Residential,0.0261,37,107,2
20088130000,Residential,0.0336,43,116,2
20088141000,Industrial,0.0189,3,0,2
20088142000,Industrial,0.0184,0,0,2
20088143000,Industrial,0.0185,0,0,2
20088150000,Industrial,0.0627,0,0,2
20088160000,Industrial,0.0599,0,0,2
20088170000,Residential,0.0189,30,74,2
20088180000,Residential,0.0574,51,151,2
20088190000,Residential,0.0305,34,65,2
20088200000,Residential,0.0205,30,80,2
20088210000,Residential,0.0284,45,160,2
20088220000,Residential,0.0387,39,123,2
20088231000,Industrial,0.2106,0,0,2
20088232000,Industrial,0.1181,0,0,2
20088240000,Residential,0.0402,46,111,2
20088250000,Residential,0.0396,46,109,2
20088260000,Residential,0.037,34,110,2
20088271000,Parkland,0.0444,0,0,2
20088272000,Residential,0.0457,50,119,2
20088280000,Residential,0.0265,30,71,2
20088290000,Residential,0.0489,34,82,2
20088301000,Commercial,0.0076,0,0,2
20088302000,Commercial,0.0038,0,0,2
20088303000,Commercial,0.0236,0,0,2
20088310000,Residential,0.0438,57,161,2
20088321000,Residential,0.022,31,79,2
20088322000,Residential,0.0212,23,71,2
20088330000,Residential,0.0242,29,93,2
20088340000,Residential,0.0416,56,144,2
20088350000,Residential,0.031,34,126,2
20088360000,Residential,0.0247,28,75,2
20088370000,Residential,0.0337,40,143,2
20088380000,Residential,0.0346,48,133,2
20088390000,Residential,0.0459,56,162,2
20088400000,Residential,0.0271,35,87,2
20088410000,Residential,0.0202,33,74,2
20088420000,Residential,0.0333,30,74,2
20088430000,Education,0.0245,0,0,2
20088440000,Parkland,0.0298,0,0,2
20088450000,Residential,0.0273,41,202,2
20088460000,Residential,0.0329,36,110,2
20088470000,Residential,0.023,26,75,2
20088480000,Residential,0.0337,37,74,2
20088491000,Industrial,0.0282,3,11,2
20088492000,Industrial,0.0148,0,0,2
20088493000,Industrial,0.0208,14,33,2
20088494000,Industrial,0.0164,0,0,2
20088500000,Residential,0.038,51,130,2
20088510000,Residential,0.0346,61,156,2
20088520000,Residential,0.0352,48,103,2
20088530000,Residential,0.0351,46,91,2
20088540000,Education,0.0372,0,0,2
20088550000,Residential,0.0243,45,87,2
20088560000,Residential,0.029,34,90,2
20088570000,Residential,0.0312,58,123,2
20088580000,Residential,0.0236,32,88,2
20088590000,Residential,0.0423,59,161,2
20088600000,Residential,0.0471,58,155,2
20088610000,Residential,0.0359,43,115,2
20088620000,Residential,0.0329,34,95,2
20088630000,Residential,0.0391,54,172,2
20088640000,Residential,0.0013,0,15,2
20088650000,Residential,0.0286,42,98,2
20088660000,Residential,0.0109,40,66,2
20088670000,Residential,0.0121,47,68,2
20088680000,Residential,0.0141,34,61,2
20088690000,Residential,0.0222,35,75,2
20088700000,Residential,0.0342,36,76,2
20088710000,Residential,0.0399,70,131,2
20088720000,Residential,0.031,51,132,2
20088730000,Residential,0.0278,41,99,2
20088741000,Industrial,0.2018,0,4,2
20088742000,Residential,0.0877,95,236,2
20088750000,Education,0.0391,0,0,2
20088760000,Residential,0.027,44,112,2
20088770000,Residential,0.0436,37,94,2
20088780000,Residential,0.0388,56,139,2
20088790000,Residential,0.0321,54,140,2
20088800000,Residential,0.0195,29,52,2
20088810000,Residential,0.0168,22,61,2
20088820000,Residential,0.0231,39,111,2
20088830000,Residential,0.0183,26,52,2
20088840000,Residential,0.0236,30,73,2
20088850000,Residential,0.0055,33,51,2
20088860000,Residential,0.0262,42,96,2
20088870000,Residential,0.0243,40,106,2
20088880000,Residential,0.0181,34,91,2
20088890000,Residential,0.0314,43,105,2
20088900000,Residential,0.0255,46,133,2
20088910000,Residential,0.0236,47,104,2
20088920000,Education,0.0165,0,0,2
20088930000,Residential,0.0356,41,110,2
20088941000,Education,0.0737,0,0,2
20088942000,Commercial,0.0564,0,0,2
20088943000,Education,0.048,0,0,2
20088950000,Residential,0.0244,32,80,2
20088960000,Residential,0.039,62,136,2
20088970000,Residential,0.0123,31,46,2
20088981000,Residential,0.1183,124,151,2
20088982000,Commercial,0.0851,0,0,2
20088990000,Transport,0.1213,0,0,2
20089000000,Parkland,0.026,0,0,2
20089010000,Residential,0.0412,61,132,2
20089020000,Residential,0.051,51,152,2
20089030000,Residential,0.0151,28,95,2
20089040000,Residential,0.0224,39,94,2
20089050000,Residential,0.0232,41,101,2
20089060000,Residential,0.0205,29,75,2
20089070000,Residential,0.033,53,142,2
20089080000,Residential,0.0304,46,99,2
20089100000,Residential,0.0258,32,85,2
20089110000,Residential,0.0534,38,161,2
20089120000,Residential,0.0422,54,130,2
20089130000,Residential,0.0283,33,83,2
20089140000,Education,0.0367,0,0,2
20089160000,Residential,0.0238,36,104,2
20089180000,Residential,0.0382,44,116,2
20089190000,Residential,0.0303,43,124,2
20089200000,Residential,0.0424,59,203,2
20089210000,Residential,0.0248,37,91,2
20089220000,Residential,0.0411,58,181,2
20089230000,Residential,0.0394,52,139,2
20089241000,Residential,0.0211,28,82,2
20089242000,Residential,0.0223,30,82,2
20089250000,Residential,0.0265,39,90,2
20089260000,Residential,0.0316,46,111,2
20089270000,Residential,0.0294,34,103,2
20089280000,Residential,0.0275,29,105,2
20089290000,Residential,0.0479,43,123,2
20089300000,Residential,0.0222,26,98,2
20089310000,Residential,0.0519,47,147,2
20089320000,Residential,0.0142,62,119,2
20089340000,Residential,0.0222,25,93,2
20089350000,Residential,0.025,44,94,2
20089360000,Residential,0.0376,38,139,2
20089370000,Residential,0.0338,63,135,2
20089380000,Residential,0.0068,14,20,2
20089390000,Residential,0.0159,30,76,2
20089400000,Residential,0.027,48,91,2
20089410000,Education,0.0302,0,0,2
20089420000,Residential,0.0311,39,106,2
20089430000,Residential,0.0446,61,172,2
20089440000,Residential,0.0244,33,111,2
20089450000,Residential,0.0278,40,113,2
20089460000,Residential,0.0414,41,129,2
20089470000,Residential,0.0302,46,131,2
20089480000,Residential,0.0237,55,122,2
20089490000,Residential,0.0435,60,191,2
